PRCP,DATE,STATION
    0,1962-10-01,BR047001060
    0,1962-10-02,BR047001060
    0,1962-10-03,BR047001060
    0,1962-10-04,BR047001060
    0,1962-10-05,BR047001060
    0,1962-10-06,BR047001060
    0,1962-10-07,BR047001060
    0,1962-10-08,BR047001060
    8,1962-10-09,BR047001060
    0,1962-10-10,BR047001060
    0,1962-10-11,BR047001060
    0,1962-10-12,BR047001060
    0,1962-10-13,BR047001060
    0,1962-10-14,BR047001060
    0,1962-10-15,BR047001060
    0,1962-10-16,BR047001060
    0,1962-10-17,BR047001060
    0,1962-10-18,BR047001060
    0,1962-10-19,BR047001060
    0,1962-10-20,BR047001060
    0,1962-10-21,BR047001060
    0,1962-10-22,BR047001060
    0,1962-10-23,BR047001060
    0,1962-10-24,BR047001060
    0,1962-10-25,BR047001060
    0,1962-10-26,BR047001060
    0,1962-10-27,BR047001060
  194,1962-10-28,BR047001060
    0,1962-10-29,BR047001060
    0,1962-10-30,BR047001060
    6,1962-10-31,BR047001060
    0,1962-11-01,BR047001060
    0,1962-11-02,BR047001060
    0,1962-11-03,BR047001060
   43,1962-11-04,BR047001060
    0,1962-11-05,BR047001060
   64,1962-11-06,BR047001060
    0,1962-11-07,BR047001060
    0,1962-11-08,BR047001060
  250,1962-11-09,BR047001060
   35,1962-11-10,BR047001060
  248,1962-11-11,BR047001060
    0,1962-11-12,BR047001060
  391,1962-11-13,BR047001060
   64,1962-11-14,BR047001060
    0,1962-11-15,BR047001060
    0,1962-11-16,BR047001060
   65,1962-11-17,BR047001060
   23,1962-11-18,BR047001060
    0,1962-11-19,BR047001060
    0,1962-11-20,BR047001060
    0,1962-11-21,BR047001060
  364,1962-11-22,BR047001060
    0,1962-11-23,BR047001060
   61,1962-11-24,BR047001060
    0,1962-11-25,BR047001060
   33,1962-11-26,BR047001060
    0,1962-11-27,BR047001060
   14,1962-11-28,BR047001060
  186,1962-11-29,BR047001060
    0,1962-11-30,BR047001060
    0,1962-12-01,BR047001060
   11,1962-12-02,BR047001060
    0,1962-12-03,BR047001060
    0,1962-12-04,BR047001060
    0,1962-12-05,BR047001060
  107,1962-12-06,BR047001060
   51,1962-12-07,BR047001060
    0,1962-12-08,BR047001060
    0,1962-12-09,BR047001060
    0,1962-12-10,BR047001060
    0,1962-12-11,BR047001060
  187,1962-12-12,BR047001060
  752,1962-12-13,BR047001060
   93,1962-12-14,BR047001060
   48,1962-12-15,BR047001060
  151,1962-12-16,BR047001060
   52,1962-12-17,BR047001060
  227,1962-12-18,BR047001060
    0,1962-12-19,BR047001060
   73,1962-12-20,BR047001060
   32,1962-12-21,BR047001060
   34,1962-12-22,BR047001060
    0,1962-12-23,BR047001060
    0,1962-12-24,BR047001060
    0,1962-12-25,BR047001060
    0,1962-12-26,BR047001060
    0,1962-12-27,BR047001060
    0,1962-12-28,BR047001060
    0,1962-12-29,BR047001060
  230,1962-12-30,BR047001060
    0,1962-12-31,BR047001060
    0,1963-01-01,BR047001060
    0,1963-01-02,BR047001060
    0,1963-01-03,BR047001060
    0,1963-01-04,BR047001060
    0,1963-01-05,BR047001060
  101,1963-01-06,BR047001060
   41,1963-01-07,BR047001060
    0,1963-01-08,BR047001060
    0,1963-01-09,BR047001060
    0,1963-01-10,BR047001060
    0,1963-01-11,BR047001060
   15,1963-01-12,BR047001060
   59,1963-01-13,BR047001060
    0,1963-01-14,BR047001060
    0,1963-01-15,BR047001060
    0,1963-01-16,BR047001060
   53,1963-01-17,BR047001060
    0,1963-01-18,BR047001060
    0,1963-01-19,BR047001060
    0,1963-01-20,BR047001060
    0,1963-01-21,BR047001060
    0,1963-01-22,BR047001060
    0,1963-01-23,BR047001060
   59,1963-01-24,BR047001060
  266,1963-01-25,BR047001060
    0,1963-01-26,BR047001060
    0,1963-01-27,BR047001060
    0,1963-01-28,BR047001060
    0,1963-01-29,BR047001060
    0,1963-01-30,BR047001060
  305,1963-01-31,BR047001060
   17,1963-02-01,BR047001060
    0,1963-02-02,BR047001060
    0,1963-02-03,BR047001060
    0,1963-02-04,BR047001060
    0,1963-02-05,BR047001060
   47,1963-02-06,BR047001060
    0,1963-02-07,BR047001060
  106,1963-02-08,BR047001060
    0,1963-02-09,BR047001060
  512,1963-02-10,BR047001060
  232,1963-02-11,BR047001060
  650,1963-02-12,BR047001060
  161,1963-02-13,BR047001060
    0,1963-02-14,BR047001060
    0,1963-02-15,BR047001060
  262,1963-02-16,BR047001060
   74,1963-02-17,BR047001060
    0,1963-02-18,BR047001060
    0,1963-02-19,BR047001060
    0,1963-02-20,BR047001060
    0,1963-02-21,BR047001060
   17,1963-02-22,BR047001060
   21,1963-02-23,BR047001060
  160,1963-02-24,BR047001060
    0,1963-02-25,BR047001060
   76,1963-02-26,BR047001060
    0,1963-02-27,BR047001060
    0,1963-02-28,BR047001060
    0,1963-03-01,BR047001060
    0,1963-03-02,BR047001060
    0,1963-03-03,BR047001060
    0,1963-03-04,BR047001060
   27,1963-03-05,BR047001060
   46,1963-03-06,BR047001060
    0,1963-03-07,BR047001060
    0,1963-03-08,BR047001060
    0,1963-03-09,BR047001060
    0,1963-03-10,BR047001060
    0,1963-03-11,BR047001060
    0,1963-03-12,BR047001060
    0,1963-03-13,BR047001060
    0,1963-03-14,BR047001060
    0,1963-03-15,BR047001060
    0,1963-03-16,BR047001060
   65,1963-03-17,BR047001060
  852,1963-03-18,BR047001060
    0,1963-03-19,BR047001060
  372,1963-03-20,BR047001060
    0,1963-03-21,BR047001060
    0,1963-03-22,BR047001060
    0,1963-03-23,BR047001060
    0,1963-03-24,BR047001060
    0,1963-03-25,BR047001060
    0,1963-03-26,BR047001060
    0,1963-03-27,BR047001060
    0,1963-03-28,BR047001060
    0,1963-03-29,BR047001060
    0,1963-03-30,BR047001060
    0,1963-03-31,BR047001060
    0,1963-04-01,BR047001060
    0,1963-04-02,BR047001060
    0,1963-04-03,BR047001060
    0,1963-04-04,BR047001060
    0,1963-04-05,BR047001060
    0,1963-04-06,BR047001060
    0,1963-04-07,BR047001060
    0,1963-04-08,BR047001060
    0,1963-04-09,BR047001060
  132,1963-04-10,BR047001060
    0,1963-04-11,BR047001060
  102,1963-04-12,BR047001060
    0,1963-04-13,BR047001060
    0,1963-04-14,BR047001060
    0,1963-04-15,BR047001060
    0,1963-04-16,BR047001060
    0,1963-04-17,BR047001060
    0,1963-04-18,BR047001060
    0,1963-04-19,BR047001060
  102,1963-04-20,BR047001060
    0,1963-04-21,BR047001060
   72,1963-04-22,BR047001060
    0,1963-04-23,BR047001060
    0,1963-04-24,BR047001060
    0,1963-04-25,BR047001060
    0,1963-04-26,BR047001060
  120,1963-04-27,BR047001060
    0,1963-04-28,BR047001060
    0,1963-04-29,BR047001060
    0,1963-04-30,BR047001060
   35,1963-05-01,BR047001060
   28,1963-05-02,BR047001060
   61,1963-05-03,BR047001060
  119,1963-05-04,BR047001060
    0,1963-05-05,BR047001060
    0,1963-05-06,BR047001060
    0,1963-05-07,BR047001060
    0,1963-05-08,BR047001060
    0,1963-05-09,BR047001060
    0,1963-05-10,BR047001060
    0,1963-05-11,BR047001060
    0,1963-05-12,BR047001060
    0,1963-05-13,BR047001060
    0,1963-05-14,BR047001060
    0,1963-05-15,BR047001060
    0,1963-05-16,BR047001060
    0,1963-05-17,BR047001060
    0,1963-05-18,BR047001060
    0,1963-05-19,BR047001060
    0,1963-05-20,BR047001060
    0,1963-05-21,BR047001060
    0,1963-05-22,BR047001060
    0,1963-05-23,BR047001060
    0,1963-05-24,BR047001060
    0,1963-05-25,BR047001060
    0,1963-05-26,BR047001060
    0,1963-05-27,BR047001060
    0,1963-05-28,BR047001060
    0,1963-05-29,BR047001060
    0,1963-05-30,BR047001060
    0,1963-05-31,BR047001060
    0,1963-06-01,BR047001060
    0,1963-06-02,BR047001060
    0,1963-06-03,BR047001060
    0,1963-06-04,BR047001060
    0,1963-06-05,BR047001060
    0,1963-06-06,BR047001060
    0,1963-06-07,BR047001060
    0,1963-06-08,BR047001060
    0,1963-06-09,BR047001060
    0,1963-06-10,BR047001060
    0,1963-06-11,BR047001060
    0,1963-06-12,BR047001060
    0,1963-06-13,BR047001060
    0,1963-06-14,BR047001060
    0,1963-06-15,BR047001060
    0,1963-06-16,BR047001060
    0,1963-06-17,BR047001060
    0,1963-06-18,BR047001060
    0,1963-06-19,BR047001060
    0,1963-06-20,BR047001060
    0,1963-06-21,BR047001060
    0,1963-06-22,BR047001060
    0,1963-06-23,BR047001060
    0,1963-06-24,BR047001060
    0,1963-06-25,BR047001060
    0,1963-06-26,BR047001060
    0,1963-06-27,BR047001060
    0,1963-06-28,BR047001060
    0,1963-06-29,BR047001060
    0,1963-06-30,BR047001060
    0,1963-07-01,BR047001060
    0,1963-07-02,BR047001060
    0,1963-07-03,BR047001060
    0,1963-07-04,BR047001060
    0,1963-07-05,BR047001060
    0,1963-07-06,BR047001060
    0,1963-07-07,BR047001060
    0,1963-07-08,BR047001060
    0,1963-07-09,BR047001060
    0,1963-07-10,BR047001060
    0,1963-07-11,BR047001060
    0,1963-07-12,BR047001060
    0,1963-07-13,BR047001060
    0,1963-07-14,BR047001060
    0,1963-07-15,BR047001060
    0,1963-07-16,BR047001060
    0,1963-07-17,BR047001060
    0,1963-07-18,BR047001060
    0,1963-07-19,BR047001060
    0,1963-07-20,BR047001060
    0,1963-07-21,BR047001060
    0,1963-07-22,BR047001060
    0,1963-07-23,BR047001060
    0,1963-07-24,BR047001060
    0,1963-07-25,BR047001060
    0,1963-07-26,BR047001060
    0,1963-07-27,BR047001060
    0,1963-07-28,BR047001060
    0,1963-07-29,BR047001060
    0,1963-07-30,BR047001060
    0,1963-07-31,BR047001060
    0,1963-08-01,BR047001060
    0,1963-08-02,BR047001060
    0,1963-08-03,BR047001060
    0,1963-08-04,BR047001060
    0,1963-08-05,BR047001060
    0,1963-08-06,BR047001060
    0,1963-08-07,BR047001060
    0,1963-08-08,BR047001060
    0,1963-08-09,BR047001060
    0,1963-08-10,BR047001060
    0,1963-08-11,BR047001060
    0,1963-08-12,BR047001060
    0,1963-08-13,BR047001060
    0,1963-08-14,BR047001060
    0,1963-08-15,BR047001060
    0,1963-08-16,BR047001060
    0,1963-08-17,BR047001060
    0,1963-08-18,BR047001060
    0,1963-08-19,BR047001060
    0,1963-08-20,BR047001060
    0,1963-08-21,BR047001060
    0,1963-08-22,BR047001060
    0,1963-08-23,BR047001060
    0,1963-08-24,BR047001060
    0,1963-08-25,BR047001060
    0,1963-08-26,BR047001060
    0,1963-08-27,BR047001060
    0,1963-08-28,BR047001060
    0,1963-08-29,BR047001060
    0,1963-08-30,BR047001060
    0,1963-08-31,BR047001060
    0,1963-09-01,BR047001060
    0,1963-09-02,BR047001060
    0,1963-09-03,BR047001060
    0,1963-09-04,BR047001060
    0,1963-09-05,BR047001060
    0,1963-09-06,BR047001060
    0,1963-09-07,BR047001060
    0,1963-09-08,BR047001060
    0,1963-09-09,BR047001060
    0,1963-09-10,BR047001060
    0,1963-09-11,BR047001060
    0,1963-09-12,BR047001060
    0,1963-09-13,BR047001060
    0,1963-09-14,BR047001060
    0,1963-09-15,BR047001060
    0,1963-09-16,BR047001060
    0,1963-09-17,BR047001060
    0,1963-09-18,BR047001060
    0,1963-09-19,BR047001060
    0,1963-09-20,BR047001060
    0,1963-09-21,BR047001060
    0,1963-09-22,BR047001060
    0,1963-09-23,BR047001060
    0,1963-09-24,BR047001060
    0,1963-09-25,BR047001060
    0,1963-09-26,BR047001060
    0,1963-09-27,BR047001060
    0,1963-09-28,BR047001060
    0,1963-09-29,BR047001060
    0,1963-09-30,BR047001060
    0,1963-10-01,BR047001060
    0,1963-10-02,BR047001060
    0,1963-10-03,BR047001060
    0,1963-10-04,BR047001060
    0,1963-10-05,BR047001060
    0,1963-10-06,BR047001060
    0,1963-10-07,BR047001060
    0,1963-10-08,BR047001060
    0,1963-10-09,BR047001060
    0,1963-10-10,BR047001060
    0,1963-10-11,BR047001060
    0,1963-10-12,BR047001060
    0,1963-10-13,BR047001060
    0,1963-10-14,BR047001060
    0,1963-10-15,BR047001060
    0,1963-10-16,BR047001060
    0,1963-10-17,BR047001060
    0,1963-10-18,BR047001060
    0,1963-10-19,BR047001060
    0,1963-10-20,BR047001060
    0,1963-10-21,BR047001060
    0,1963-10-22,BR047001060
    0,1963-10-23,BR047001060
    0,1963-10-24,BR047001060
    0,1963-10-25,BR047001060
    0,1963-10-26,BR047001060
    0,1963-10-27,BR047001060
    0,1963-10-28,BR047001060
    0,1963-10-29,BR047001060
  372,1963-10-30,BR047001060
  314,1963-10-31,BR047001060
    0,1963-11-01,BR047001060
  132,1963-11-02,BR047001060
    0,1963-11-03,BR047001060
    0,1963-11-04,BR047001060
    0,1963-11-05,BR047001060
    0,1963-11-06,BR047001060
    0,1963-11-07,BR047001060
    0,1963-11-08,BR047001060
    0,1963-11-09,BR047001060
    0,1963-11-10,BR047001060
  590,1963-11-11,BR047001060
    0,1963-11-12,BR047001060
  230,1963-11-13,BR047001060
    0,1963-11-14,BR047001060
  121,1963-11-15,BR047001060
    0,1963-11-16,BR047001060
    0,1963-11-17,BR047001060
    0,1963-11-18,BR047001060
    0,1963-11-19,BR047001060
    0,1963-11-20,BR047001060
